theta,R,Dstar,size,members
0.464,0.647,0.521,1,A035878
0.464,0.695,0.667,1,A029995
0.464,0.762,0.613,1,A002326
0.465,0.049,0.054,1,A043942
0.465,0.097,0.211,1,A021123
0.465,0.152,0.251,1,A021288
0.465,0.405,0.342,1,A048880
0.465,0.421,0.606,1,A002761
0.465,0.423,0.36,1,A046185
0.465,0.471,0.481,1,A024859
0.465,0.637,0.604,1,A018483
0.465,0.738,0.667,1,A057343
0.465,0.777,0.537,1,A037346
0.465,0.783,0.768,1,A040808
0.466,0.0,0.003,1,A047949
0.466,0.047,0.069,1,A043189
0.466,0.087,0.103,1,A026509
0.466,0.21,0.304,1,A021593
0.466,0.344,0.427,1,A055448
0.466,0.402,0.443,1,A018476
0.466,0.417,0.42,1,A045604
0.466,0.445,0.385,1,A055685
0.466,0.45,0.446,1,A028577
0.466,0.481,0.515,1,A030663
0.466,0.55,0.463,1,A051981
0.466,0.69,0.565,1,A044990
0.466,0.809,0.515,1,A045277
0.467,0.002,0.003,1,A005652
0.467,0.012,0.02,1,A031937
0.467,0.11,0.228,1,A001191
0.467,0.18,0.265,1,A048320
0.467,0.238,0.25,1,A045137
0.467,0.371,0.309,1,A020314
0.467,0.44,0.398,1,A034129
0.467,0.472,0.387,1,A055712
0.467,0.518,0.392,1,A044973
0.467,0.548,0.403,1,A022832
0.467,0.614,0.428,1,A043005
0.467,0.715,0.684,1,A022767
0.467,0.739,0.667,1,A057342
0.467,0.779,0.766,1,A040926
0.467,0.812,0.712,1,A018681
0.467,0.814,0.666,1,A036013
0.467,0.814,0.688,2,A035612|A035614
0.467,0.847,0.711,1,A029854
0.467,0.86,0.694,1,A053051
0.468,0.054,0.045,1,A038975
0.468,0.077,0.179,1,A021230
0.468,0.15,0.215,1,A021712
0.468,0.324,0.311,1,A002647
0.468,0.381,0.56,1,A016370
0.468,0.434,0.367,1,A011185
0.468,0.438,0.39,1,A027917
0.468,0.518,0.526,1,A018522
0.468,0.659,0.657,1,A058374
0.468,0.828,0.806,1,A010186
0.468,0.87,0.735,1,A001918
0.469,0.094,0.197,1,A011497
0.469,0.207,0.222,1,A050654
0.469,0.304,0.246,1,A044903
0.469,0.333,0.27,1,A020644
0.469,0.391,0.36,1,A020302
0.469,0.426,0.362,2,A025582|A034757
0.469,0.451,0.401,1,A059376
0.469,0.548,0.37,1,A032914
0.469,0.608,0.525,1,A050452
0.469,0.629,0.632,1,A018693
0.469,0.677,0.593,1,A013586
0.469,0.777,0.663,1,A017125
0.469,0.884,0.738,1,A000005
0.469,0.955,0.884,1,A045789
0.47,0.002,0.002,1,A046642
0.47,0.034,0.024,1,A054306
0.47,0.352,0.559,1,A039943
0.47,0.382,0.326,1,A053183
0.47,0.422,0.356,1,A002952
0.47,0.459,0.525,1,A050952
0.47,0.499,0.474,1,A004198
0.47,0.542,0.493,1,A028579
0.47,0.647,0.571,1,A051713
0.47,0.73,0.706,1,A030329
0.47,0.743,0.442,1,A052221
0.47,0.782,0.635,1,A007734
0.47,0.838,0.762,1,A003184
0.47,0.878,0.722,1,A057893
0.471,0.06,0.053,1,A038888
0.471,0.07,0.222,1,A048837
0.471,0.076,0.092,1,A020693
0.471,0.243,0.158,2,A022341|A022340
0.471,0.26,0.304,1,A050773
0.471,0.369,0.441,1,A018739
0.471,0.391,0.349,1,A025207
0.471,0.436,0.39,1,A003451
0.471,0.436,0.391,1,A025219
0.471,0.438,0.393,1,A024972
0.471,0.455,0.385,1,A015865
0.471,0.49,0.516,1,A003985
0.471,0.651,0.557,1,A030595
0.471,0.794,0.713,1,A033761
0.472,0.118,0.274,1,A043580
0.472,0.162,0.115,1,A039107
0.472,0.243,0.158,1,A004743
0.472,0.387,0.349,1,A030712
0.472,0.396,0.414,1,A058325
0.472,0.413,0.34,1,A020165
0.472,0.434,0.397,1,A049618
0.472,0.437,0.389,1,A024853
0.472,0.563,0.482,1,A046047
0.472,0.656,0.649,1,A045814
0.472,0.692,0.579,1,A033739
0.472,0.797,0.652,1,A050113
0.473,0.095,0.209,1,A021999
0.473,0.166,0.22,1,A021091
0.473,0.177,0.223,1,A033953
0.473,0.395,0.357,1,A004804
0.473,0.404,0.338,1,A020493
0.473,0.489,0.303,1,A018846
0.473,0.52,0.601,1,A050862
0.473,0.599,0.508,1,A051629
0.473,0.76,0.717,1,A057345
0.474,0.07,0.163,1,A021062
0.474,0.073,0.102,1,A057455
0.474,0.142,0.498,1,A050841
0.474,0.249,0.181,1,A039560
0.474,0.397,0.345,1,A052062
0.474,0.402,0.341,2,A047978|A047979
0.474,0.419,0.354,1,A033181
0.474,0.42,0.375,1,A020291
0.474,0.437,0.387,1,A026042
0.474,0.439,0.394,1,A049739
0.474,0.441,0.338,1,A020319
0.474,0.442,0.369,1,A055716
0.474,0.451,0.401,1,A000742
0.474,0.455,0.47,1,A033668
0.474,0.496,0.418,1,A057254
0.474,0.713,0.675,2,A005882|A033687
0.474,0.721,0.659,1,A006405
0.474,0.763,0.625,1,A007735
0.474,0.886,0.701,1,A038136
0.475,0.059,0.167,1,A021468
0.475,0.373,0.345,1,A053998
0.475,0.374,0.436,1,A011799
0.475,0.429,0.39,1,A005733
0.475,0.436,0.395,1,A034132
0.475,0.458,0.473,1,A021241
0.475,0.473,0.428,1,A008644
0.475,0.637,0.577,1,A020600
0.475,0.663,0.573,1,A035303
0.475,0.748,0.615,1,A037215
0.475,0.987,0.914,1,A009349
0.476,0.079,0.094,1,A050876
0.476,0.118,0.22,1,A021242
0.476,0.281,0.266,1,A026250
0.476,0.437,0.393,1,A049709
0.476,0.582,0.542,1,A018635
0.476,0.641,0.556,1,A018767
0.477,0.016,0.016,1,A026478
0.477,0.028,0.017,1,A006042
0.477,0.074,0.173,1,A021729
0.477,0.178,0.273,1,A021483
0.477,0.273,0.37,1,A053398
0.477,0.375,0.449,1,A048416
0.477,0.402,0.33,1,A020280
0.477,0.403,0.339,1,A020492
0.477,0.737,0.659,1,A050894
0.477,0.766,0.714,1,A021373
0.478,0.117,0.253,1,A021951
0.478,0.21,0.116,1,A039315
0.478,0.431,0.371,1,A051167
0.478,0.446,0.388,1,A046655
0.478,0.451,0.406,1,A028644
0.478,0.469,0.413,1,A033071
0.478,0.589,0.569,1,A051177
0.478,0.747,0.621,1,A058305
0.478,0.748,0.666,1,A040713
0.478,0.893,0.718,1,A053325
0.479,0.072,0.188,1,A021203
0.479,0.076,0.06,1,A019357
0.479,0.09,0.125,1,A003653
0.479,0.126,0.214,1,A021541
0.479,0.423,0.382,1,A037261
0.479,0.424,0.359,1,A029565
0.479,0.498,0.434,1,A027582
0.479,0.695,0.551,1,A003911
0.479,0.74,0.655,1,A001295
0.479,0.757,0.712,1,A026821
0.479,0.939,0.759,1,A038825
0.48,0.05,0.083,1,A007149
0.48,0.136,0.215,1,A021280
0.48,0.163,0.18,1,A046369
0.48,0.198,0.308,1,A021799
0.48,0.28,0.347,1,A021172
0.48,0.341,0.33,1,A050125
0.48,0.361,0.402,1,A016073
0.48,0.368,0.296,1,A058007
0.48,0.381,0.324,1,A020233
0.48,0.412,0.363,1,A003381
0.48,0.422,0.298,1,A026487
0.48,0.432,0.382,1,A026053
0.48,0.464,0.236,1,A037468
0.48,0.514,0.552,1,A008337
0.48,0.566,0.528,1,A046538
0.48,0.714,0.653,1,A049527
0.48,0.726,0.666,1,A033149
0.481,0.031,0.072,1,A039729
0.481,0.103,0.097,1,A023319
0.481,0.168,0.262,1,A021950
0.481,0.35,0.297,1,A056735
0.481,0.386,0.324,1,A003424
0.481,0.394,0.37,1,A020260
0.481,0.432,0.254,1,A045218
0.481,0.432,0.392,1,A054112
0.481,0.433,0.392,1,A036831
0.481,0.47,0.421,1,A033460
0.481,0.644,0.374,6,A043596|A043832|A043842|A043848|A043855|A043863
0.481,0.679,0.673,1,A019531
0.481,0.718,0.654,1,A037227
0.481,0.789,0.642,1,A001177
0.482,0.089,0.097,1,A034036
0.482,0.128,0.168,1,A053145
0.482,0.356,0.311,1,A020199
0.482,0.36,0.301,1,A032792
0.482,0.384,0.35,1,A020317
0.482,0.387,0.441,1,A014554
0.482,0.398,0.338,1,A015882
0.482,0.45,0.404,4,A000385|A001158|A002127|A004009
0.482,0.459,0.247,1,A045233
0.482,0.459,0.38,1,A015863
0.482,0.488,0.378,1,A003585
0.482,0.628,0.594,1,A003524
0.482,0.752,0.607,1,A007740
0.482,0.76,0.654,1,A046125
0.483,0.053,0.037,1,A003363
0.483,0.428,0.247,1,A030340
0.483,0.43,0.382,1,A026052
0.483,0.454,0.394,1,A045779
0.483,0.499,0.56,1,A054468
0.483,0.535,0.525,1,A036663
0.483,0.555,0.583,1,A057144
0.483,0.609,0.596,1,A051482
0.483,0.615,0.565,1,A050093
0.483,0.622,0.653,1,A010129
0.483,0.778,0.639,1,A007733
0.483,0.852,0.688,1,A048852
0.484,0.024,0.043,1,A022304
0.484,0.055,0.243,1,A001311
0.484,0.102,0.105,1,A057454
0.484,0.21,0.13,1,A020424
0.484,0.333,0.304,1,A048224
0.484,0.4,0.359,1,A025202
0.484,0.438,0.388,1,A004055
0.484,0.464,0.409,1,A021958
0.484,0.488,0.297,1,A031998
0.484,0.856,0.692,1,A005472
0.484,0.955,0.867,1,A045788
0.485,0.023,0.049,1,A026230
0.485,0.275,0.247,1,A032977
0.485,0.371,0.314,1,A020641
0.485,0.377,0.463,1,A018505
0.485,0.418,0.35,1,A006972
0.485,0.43,0.248,1,A030350
0.485,0.43,0.382,1,A023863
0.485,0.439,0.379,1,A007992
0.485,0.473,0.512,1,A008370
0.485,0.637,0.55,1,A050449
0.485,0.69,0.621,1,A028907
0.485,0.69,0.678,1,A031437
0.485,0.754,0.683,1,A030359
0.485,0.79,0.689,1,A056687
0.485,0.796,0.637,1,A030357
0.485,0.804,0.653,1,A020632
0.486,0.058,0.143,1,A031005
0.486,0.141,0.263,1,A021870
0.486,0.176,0.156,1,A045296
0.486,0.195,0.152,1,A052085
0.486,0.239,0.175,1,A032849
0.486,0.326,0.321,1,A002441
0.486,0.353,0.384,1,A014857
0.486,0.379,0.348,1,A049818
0.486,0.391,0.33,1,A048969
0.486,0.393,0.329,1,A020267
0.486,0.427,0.381,1,A034198
0.486,0.542,0.47,1,A031248
0.486,0.58,0.496,1,A033795
0.486,0.582,0.498,1,A033748
0.486,0.655,0.568,1,A054235
0.486,0.668,0.599,1,A050175
0.486,0.76,0.702,1,A033272
0.487,0.096,0.092,1,A025473
0.487,0.151,0.22,1,A021435
0.487,0.154,0.241,1,A021980
0.487,0.367,0.35,1,A048629
0.487,0.422,0.383,1,A023650
0.487,0.431,0.382,1,A026045
0.487,0.458,0.43,1,A057887
0.487,0.471,0.548,1,A053412
0.487,0.494,0.412,1,A015845
0.487,0.629,0.599,1,A052091
0.487,0.658,0.635,1,A018749
0.487,0.92,0.77,1,A054002
0.488,0.005,0.006,1,A049093
0.488,0.006,0.033,1,A037474
0.488,0.057,0.051,1,A038942
0.488,0.084,0.083,1,A046000
0.488,0.086,0.116,1,A046504
0.488,0.199,0.251,1,A006165
0.488,0.299,0.337,1,A021676
0.488,0.302,0.283,1,A046255
0.488,0.348,0.412,1,A055449
0.488,0.37,0.314,1,A020308
0.488,0.377,0.338,1,A025217
0.488,0.424,0.231,1,A054476
0.488,0.426,0.349,1,A046485
0.488,0.518,0.467,1,A054005
0.488,0.617,0.569,1,A050337
0.488,0.645,0.627,1,A018620
0.488,0.788,0.728,1,A040269
0.488,0.806,0.687,1,A033941
0.489,0.22,0.154,1,A052232
0.489,0.264,0.187,1,A033039
0.489,0.424,0.356,1,A055710
0.489,0.427,0.381,1,A019449
0.489,0.427,0.522,1,A005858
0.489,0.431,0.369,1,A049048
0.489,0.449,0.407,1,A034677
0.489,0.594,0.471,1,A004637
0.489,0.637,0.627,1,A035090
0.489,0.756,0.596,1,A014597
0.489,0.767,0.703,1,A024316
0.489,0.799,0.685,1,A051727
0.49,0.143,0.235,1,A034122
0.49,0.185,0.165,1,A001058
0.49,0.367,0.469,1,A018618
0.49,0.375,0.304,1,A020169
0.49,0.384,0.328,1,A024680
0.49,0.468,0.382,1,A020325
0.49,0.698,0.399,1,A045132
0.49,0.752,0.566,1,A048869
0.491,0.027,0.068,1,A034043
0.491,0.043,0.197,1,A044866
0.491,0.168,0.107,1,A043100
0.491,0.333,0.306,1,A020265
0.491,0.337,0.26,1,A046495
0.491,0.366,0.336,1,A024696
0.491,0.399,0.361,1,A025210
0.491,0.43,0.382,1,A026044
0.491,0.616,0.556,1,A050346
0.491,0.626,0.395,1,A032818
0.492,0.042,0.055,1,A025055
0.492,0.214,0.227,1,A053036
0.492,0.248,0.161,1,A033015
0.492,0.343,0.292,1,A035166
0.492,0.344,0.292,1,A030721
0.492,0.35,0.308,1,A020184
0.492,0.369,0.304,1,A055469
0.492,0.373,0.387,1,A053303
0.492,0.385,0.343,2,A038643|A038644
0.492,0.404,0.341,1,A057096
0.492,0.426,0.382,1,A028249
0.492,0.449,0.355,1,A046140
0.492,0.657,0.582,1,A032529
0.492,0.784,0.697,1,A040242
0.492,0.892,0.717,1,A053319
0.493,0.019,0.043,1,A024968
0.493,0.055,0.051,1,A019365
0.493,0.23,0.379,1,A010425
0.493,0.341,0.333,1,A032879
0.493,0.346,0.363,1,A033588
0.493,0.39,0.348,1,A030742
0.493,0.537,0.541,1,A032550
0.493,0.544,0.574,1,A015048
0.493,0.582,0.614,1,A011956
0.493,0.78,0.641,1,A020634
0.493,0.898,0.721,1,A059471
0.494,0.034,0.027,1,A032684
0.494,0.035,0.12,1,A037987
0.494,0.172,0.384,2,A037873|A037855
0.494,0.349,0.302,1,A020187
0.494,0.398,0.365,1,A020266
0.494,0.588,0.511,1,A046524
0.494,0.599,0.59,1,A058961
0.494,0.71,0.683,1,A040838
0.494,0.764,0.702,1,A053603
0.494,0.794,0.786,1,A010217
0.494,0.82,0.661,1,A034460
0.495,0.105,0.3,1,A030588
0.495,0.152,0.136,1,A046022
0.495,0.174,0.158,1,A055569
0.495,0.347,0.403,1,A047971
0.495,0.386,0.353,1,A049836
0.495,0.396,0.39,1,A024521
0.495,0.488,0.42,1,A051956
0.495,0.522,0.507,1,A018570
0.495,0.551,0.595,1,A049477
0.495,0.568,0.527,1,A018465
0.495,0.728,0.584,1,A002322
0.495,0.763,0.643,1,A045870
0.495,0.986,0.911,1,A009266
0.496,0.017,0.016,1,A026460
0.496,0.034,0.049,1,A045286
0.496,0.108,0.102,1,A022306
0.496,0.181,0.157,1,A050622
0.496,0.351,0.31,1,A020249
0.496,0.413,0.342,1,A046355
0.496,0.438,0.405,1,A000375
0.496,0.526,0.506,1,A028652
0.496,0.665,0.398,1,A052224
0.496,0.836,0.672,1,A053023
0.497,0.061,0.142,1,A031014
0.497,0.074,0.109,1,A051004
0.497,0.192,0.228,1,A030773
0.497,0.284,0.279,1,A055436
0.497,0.356,0.313,1,A026102
0.497,0.376,0.322,1,A020236
0.497,0.376,0.339,1,A030762
0.497,0.393,0.35,1,A004210
0.497,0.494,0.416,1,A057719
0.497,0.522,0.346,1,A032913
0.497,0.586,0.603,3,A059141|A059144|A059134
0.497,0.604,0.4,1,A057163
0.497,0.664,0.639,1,A018369
0.497,0.763,0.702,1,A052344
0.497,0.793,0.656,1,A050170
0.497,0.803,0.677,1,A055212
0.497,0.813,0.703,1,A050021
0.497,0.857,0.688,1,A051238
0.498,0.054,0.044,1,A049568
0.498,0.2,0.259,1,A007376
0.498,0.416,0.376,1,A031225
0.498,0.424,0.377,1,A024306
0.498,0.512,0.421,1,A048315
0.498,0.859,0.62,1,A037411
0.499,0.011,0.01,1,A003072
0.499,0.09,0.089,1,A036962
0.499,0.105,0.06,1,A054531
0.499,0.359,0.309,1,A022464
0.499,0.36,0.309,1,A050267
0.499,0.375,0.317,1,A034792
0.499,0.382,0.325,1,A020232
0.499,0.625,0.557,1,A018722
0.499,0.799,0.647,1,A013601
0.499,0.869,0.722,1,A051994
0.499,0.874,0.709,1,A023155
0.499,0.876,0.707,1,A057670
0.499,0.878,0.803,1,A040190
0.5,0.04,0.045,1,A044131
0.5,0.138,0.141,1,A045067
0.5,0.207,0.267,1,A021487
0.5,0.262,0.288,1,A045202
0.5,0.39,0.329,1,A004842
0.5,0.738,0.547,1,A007597
0.5,0.795,0.635,1,A009242
0.501,0.366,0.327,1,A020225
0.501,0.367,0.399,1,A021565
0.501,0.377,0.322,1,A015715
0.501,0.397,0.345,1,A026235
0.501,0.398,0.323,1,A020195
0.501,0.398,0.336,1,A055714
0.501,0.425,0.377,1,A026048
0.501,0.595,0.563,1,A018231
0.501,0.601,0.484,1,A053814
0.501,0.875,0.779,1,A054870
0.501,0.985,0.906,1,A009342
0.502,0.0,0.001,1,A049820
0.502,0.019,0.012,1,A043998
0.502,0.057,0.053,1,A030470
0.502,0.106,0.089,1,A043092
0.502,0.351,0.368,1,A051787
0.502,0.365,0.339,1,A033808
0.502,0.382,0.341,1,A015859
0.502,0.76,0.7,1,A008441
0.502,0.771,0.662,1,A023770
0.502,0.857,0.736,1,A010175
0.503,0.001,0.002,1,A059292
0.503,0.065,0.051,1,A038917
0.503,0.138,0.177,1,A045190
0.503,0.335,0.279,1,A046256
0.503,0.336,0.294,1,A055472
0.503,0.375,0.345,1,A056134
0.503,0.377,0.317,2,A053704|A053705
0.503,0.394,0.339,1,A051302
0.503,0.406,0.417,1,A004133
0.503,0.411,0.37,1,A025104
0.503,0.411,0.383,1,A024590
0.503,0.421,0.378,1,A028289
0.503,0.455,0.371,1,A020247
0.503,0.461,0.269,1,A032847
0.503,0.545,0.578,1,A057155
0.503,0.591,0.506,1,A033693
0.503,0.655,0.441,1,A037455
0.503,0.689,0.592,1,A052058
0.503,0.723,0.593,1,A030304
0.503,0.851,0.679,2,A014777|A032445
0.504,0.122,0.139,1,A031318
0.504,0.297,0.347,1,A021109
0.504,0.359,0.309,1,A020180
0.504,0.362,0.308,1,A037074
0.504,0.379,0.342,1,A023598
0.504,0.384,0.351,1,A027419
0.504,0.546,0.56,1,A028650
0.504,0.612,0.554,1,A018685
0.504,0.656,0.593,1,A046928
0.504,0.676,0.57,1,A053472
0.504,0.844,0.727,1,A033823
0.505,0.045,0.058,1,A043882
0.505,0.137,0.115,1,A032759
0.505,0.268,0.3,1,A033025
0.505,0.325,0.288,1,A046359
0.505,0.351,0.311,1,A024929
0.505,0.359,0.305,1,A020139
0.505,0.365,0.315,1,A049439
0.505,0.381,0.33,1,A034915
0.505,0.387,0.326,1,A003347
0.505,0.388,0.327,1,A036488
0.505,0.391,0.382,1,A032598
0.505,0.416,0.368,1,A026240
0.505,0.579,0.492,1,A007431
0.505,0.597,0.519,1,A017667
0.505,0.623,0.509,1,A015817
0.505,0.703,0.614,1,A050788
0.505,0.758,0.615,1,A028235
0.505,0.825,0.703,1,A023510
0.505,0.866,0.69,1,A056752
0.505,0.983,0.906,1,A013491
0.506,0.161,0.155,1,A050778
0.506,0.303,0.261,1,A020192
0.506,0.333,0.3,1,A058937
0.506,0.353,0.304,1,A052041
0.506,0.353,0.305,1,A050625
0.506,0.354,0.4,2,A055439|A055441
0.506,0.38,0.329,1,A020301
0.506,0.383,0.319,1,A020196
0.506,0.384,0.323,1,A051779
0.506,0.391,0.326,1,A020150
0.506,0.392,0.333,1,A052155
0.506,0.422,0.387,2,A038659|A038660
0.506,0.423,0.376,1,A026047
0.506,0.455,0.419,1,A051975
0.506,0.529,0.442,1,A036309
0.506,0.56,0.611,1,A003055
0.506,0.703,0.582,1,A051600
0.506,0.758,0.7,1,A052343
0.506,0.848,0.681,1,A050216
0.507,0.059,0.05,1,A042973
0.507,0.307,0.24,1,A051401
0.507,0.325,0.269,1,A031551
0.507,0.362,0.306,1,A020326
0.507,0.419,0.386,1,A024860
0.507,0.421,0.356,1,A034905
0.507,0.425,0.409,1,A024852
0.507,0.464,0.501,1,A004025
0.507,0.482,0.419,1,A036306
0.507,0.539,0.477,1,A036048
0.507,0.689,0.581,1,A054781
0.507,0.717,0.586,1,A037216
0.507,0.741,0.637,1,A020602
0.508,0.02,0.1,1,A043630
0.508,0.038,0.032,1,A032682
0.508,0.352,0.237,1,A039607
0.508,0.375,0.315,1,A049002
0.508,0.718,0.628,1,A035285
0.508,0.768,0.681,1,A018627
0.508,0.785,0.781,1,A040213
0.509,0.12,0.162,1,A031316
0.509,0.182,0.226,1,A039730
0.509,0.285,0.292,1,A033108
0.509,0.32,0.294,1,A048229
0.509,0.354,0.308,1,A020211
0.509,0.357,0.391,1,A057124
0.509,0.418,0.369,1,A026056
0.509,0.613,0.531,1,A025491
0.509,0.669,0.579,1,A031361
0.509,0.674,0.714,1,A021041
0.51,0.044,0.07,1,A051016
0.51,0.206,0.246,1,A021738
0.51,0.215,0.167,1,A031039
0.51,0.291,0.256,1,A003394
0.51,0.373,0.337,1,A023674
0.51,0.398,0.34,1,A053185
0.51,0.422,0.36,1,A020273
0.51,0.455,0.465,1,A034223
0.51,0.557,0.347,1,A043668
0.51,0.64,0.563,1,A039930
0.51,0.728,0.622,1,A050980
0.51,0.849,0.769,1,A010145
0.511,0.046,0.067,1,A043114
0.511,0.076,0.066,1,A053811
0.511,0.096,0.224,1,A033989
0.511,0.114,0.119,1,A031063
0.511,0.288,0.342,1,A046367
0.511,0.363,0.335,1,A029896
0.511,0.372,0.365,1,A038460
0.511,0.378,0.321,1,A020229
0.511,0.386,0.322,1,A054754
0.511,0.776,0.64,1,A020596
0.511,0.983,0.908,1,A002969
0.512,0.105,0.099,1,A015977
0.512,0.216,0.267,1,A000952
0.512,0.37,0.321,1,A020213
0.512,0.371,0.339,1,A024369
0.512,0.382,0.321,1,A020238
0.512,0.395,0.332,1,A023898
0.512,0.417,0.37,1,A051263
0.512,0.418,0.38,1,A039914
0.512,0.454,0.371,1,A035132
0.512,0.466,0.438,1,A050750
0.512,0.497,0.625,1,A051385
0.512,0.515,0.574,1,A059137
0.512,0.629,0.612,1,A053384
0.512,0.815,0.748,1,A006596
0.512,0.85,0.688,1,A058261
0.512,0.859,0.696,1,A053000
0.512,0.984,0.904,1,A009169
0.513,0.055,0.071,1,A043226
0.513,0.339,0.291,1,A037174
0.513,0.347,0.43,1,A018625
0.513,0.363,0.311,1,A036454
0.513,0.38,0.323,1,A059047
0.513,0.416,0.369,1,A029000
0.513,0.435,0.413,1,A018510
0.513,0.573,0.554,1,A018669
0.513,0.58,0.475,1,A050789
0.513,0.599,0.647,1,A035224
0.513,0.652,0.576,1,A047818
0.513,0.713,0.576,1,A057593
0.513,0.811,0.7,1,A040010
0.513,0.843,0.702,1,A003564
0.513,0.864,0.683,1,A029944
0.514,0.044,0.041,1,A046512
0.514,0.145,0.308,1,A034061
0.514,0.343,0.302,1,A020182
0.514,0.359,0.398,1,A008952
0.514,0.374,0.315,1,A034897
0.514,0.389,0.342,1,A020243
0.514,0.415,0.368,1,A026055
0.514,0.506,0.46,1,A002263
0.514,0.551,0.478,1,A008976
0.514,0.574,0.597,1,A059139
0.514,0.727,0.582,1,A011773
0.514,0.781,0.718,1,A058777
0.514,0.801,0.79,1,A031436
0.515,0.036,0.103,1,A036382
0.515,0.047,0.063,1,A043970
0.515,0.231,0.233,1,A030144
0.515,0.374,0.307,1,A005845
0.515,0.374,0.315,1,A007592
0.515,0.375,0.317,1,A005938
0.515,0.378,0.323,1,A020237
0.515,0.384,0.323,1,A055744
0.515,0.42,0.372,1,A026051
0.515,0.494,0.481,1,A018457
0.515,0.823,0.69,1,A037034
0.515,0.899,0.736,1,A043308
0.516,0.003,0.003,1,A035500
0.516,0.068,0.056,1,A049407
0.516,0.145,0.104,1,A039253
0.516,0.293,0.364,1,A030157
0.516,0.325,0.274,1,A051595
0.516,0.377,0.317,1,A005936
0.516,0.394,0.321,1,A020210
0.516,0.453,0.417,1,A028612
0.516,0.625,0.647,1,A044994
0.516,0.66,0.645,1,A053543
0.516,0.672,0.576,2,A046920|A046922
0.516,0.674,0.365,1,A037428
0.516,0.697,0.584,1,A058395
0.516,0.702,0.667,1,A021988
0.516,0.739,0.674,1,A037929
0.516,0.839,0.769,1,A040151
0.517,0.065,0.056,1,A019387
0.517,0.325,0.313,1,A002082
0.517,0.374,0.326,1,A004865
0.517,0.376,0.319,1,A005935
0.517,0.402,0.351,2,A038653|A038654
0.517,0.601,0.502,1,A008425
0.517,0.662,0.562,1,A046918
0.517,0.683,0.716,1,A043283
0.517,0.761,0.618,1,A013604
0.517,0.788,0.66,1,A059126
0.517,0.834,0.694,1,A054584
0.518,0.065,0.057,1,A038937
0.518,0.066,0.086,1,A032743
0.518,0.26,0.375,1,A010405
0.518,0.302,0.34,1,A021046
0.518,0.341,0.367,1,A031464
0.518,0.556,0.52,1,A045704
0.518,0.617,0.565,1,A028592
0.518,0.617,0.599,1,A018626
0.518,0.711,0.618,1,A046567
0.518,0.785,0.671,1,A039939
0.518,0.802,0.649,1,A050105
0.519,0.039,0.043,1,A019397
0.519,0.071,0.181,1,A019656
0.519,0.251,0.247,1,A057102
0.519,0.282,0.271,1,A033100
0.519,0.339,0.3,1,A020216
0.519,0.363,0.308,1,A052292
0.519,0.367,0.429,1,A006065
0.519,0.375,0.195,1,A037467
0.519,0.381,0.341,1,A030732
0.519,0.398,0.352,1,A020255
0.519,0.4,0.342,1,A020190
0.519,0.541,0.497,1,A022768
0.519,0.614,0.49,1,A030689
0.519,0.776,0.776,1,A040275
0.52,0.082,0.088,1,A023605
0.52,0.307,0.29,1,A020250
0.52,0.353,0.316,1,A025206
0.52,0.363,0.327,1,A059428
0.52,0.373,0.314,1,A037072
0.52,0.377,0.315,1,A020231
0.52,0.382,0.342,1,A030782
0.52,0.391,0.374,1,A014203
0.52,0.421,0.261,1,A045111
0.52,0.442,0.403,1,A054032
0.52,0.455,0.419,1,A028596
0.52,0.484,0.457,1,A003915
0.52,0.494,0.411,1,A029463
0.52,0.574,0.592,1,A053388
0.52,0.575,0.533,1,A005851
0.52,0.646,0.462,1,A038467
0.521,0.068,0.069,1,A008912
0.521,0.109,0.097,1,A029741
0.521,0.148,0.122,1,A028771
0.521,0.186,0.161,2,A030104|A033465
0.521,0.188,0.367,1,A008887
0.521,0.22,0.389,1,A010441
0.521,0.345,0.314,1,A048208
0.521,0.36,0.297,1,A020309
0.521,0.373,0.316,1,A020234
0.521,0.384,0.327,1,A014962
0.521,0.396,0.341,1,A038344
0.521,0.396,0.389,1,A050775
0.521,0.431,0.39,1,A020289
0.521,0.475,0.461,1,A018870
0.521,0.557,0.554,1,A018700
0.521,0.578,0.668,1,A006460
0.521,0.689,0.591,1,A028967
0.521,0.742,0.666,1,A027696
0.521,0.966,0.884,1,A023066
0.522,0.045,0.104,1,A039185
0.522,0.072,0.123,1,A043477
0.522,0.318,0.284,1,A052021
0.522,0.334,0.303,1,A056133
0.522,0.355,0.296,1,A006488
0.522,0.387,0.39,1,A030443
0.522,0.406,0.364,1,A005735
0.522,0.408,0.379,1,A048851
0.522,0.411,0.362,1,A029011
0.522,0.411,0.371,1,A037167
0.522,0.45,0.388,1,A020264
0.522,0.589,0.6,1,A027893
0.522,0.807,0.571,1,A045307
0.523,0.083,0.184,1,A019846
0.523,0.087,0.122,1,A007078
0.523,0.341,0.292,1,A005473
0.523,0.345,0.3,1,A005939
0.523,0.345,0.31,1,A046286
0.523,0.359,0.305,1,A048598
0.523,0.388,0.33,1,A020274
0.523,0.402,0.591,1,A021243
0.523,0.41,0.346,1,A020896
0.523,0.417,0.371,1,A026050
0.523,0.457,0.417,1,A000143
0.523,0.54,0.47,1,A031232
0.523,0.548,0.478,1,A023916
0.523,0.596,0.562,1,A054125
0.523,0.662,0.624,1,A024416
0.524,0.115,0.4,1,A016357
0.524,0.192,0.222,1,A050728
0.524,0.222,0.184,1,A050420
